longitude,latitude,fuel_type_code,fuel_type_label,flammability
153.01391480489414,-27.465653458115206,950,Built-up,0.15
153.01482418696372,-27.465522091607134,950,Built-up,0.15
153.01573356688436,-27.4653907194637,950,Built-up,0.15
153.01664294465596,-27.4652593416849,950,Built-up,0.15
153.0175523202784,-27.46512795827078,950,Built-up,0.15
153.01846169375168,-27.46499656922132,950,Built-up,0.15
153.0193710650756,-27.46486517453657,950,Built-up,0.15
153.02028043425017,-27.464733774216544,950,Built-up,0.15
153.02118980127526,-27.464602368261236,950,Built-up,0.15
153.0220991661508,-27.464470956670702,950,Built-up,0.15
153.02300852887672,-27.464339539444932,950,Built-up,0.15
153.0239178894529,-27.46420811658397,950,Built-up,0.15
153.02482724787927,-27.464076688087808,950,Built-up,0.15
153.02573660415575,-27.463945253956474,950,Built-up,0.15
153.02664595828227,-27.463813814190008,950,Built-up,0.15
153.02755531025872,-27.463682368788398,950,Built-up,0.15
153.02846466008504,-27.46355091775168,950,Built-up,0.15
153.00951877558973,-27.46710163117272,950,Built-up,0.15
153.01042817469786,-27.466970291918674,950,Built-up,0.15
153.0113375716574,-27.466838947029135,950,Built-up,0.15
153.01224696646833,-27.466707596504104,950,Built-up,0.15
153.01315635913045,-27.46657624034362,950,Built-up,0.15
153.01406574964378,-27.46644487854767,950,Built-up,0.15
153.01497513800817,-27.46631351111629,950,Built-up,0.15
153.01588452422354,-27.466182138049504,950,Built-up,0.15
153.01679390828983,-27.46605075934733,950,Built-up,0.15
153.01770329020692,-27.46591937500979,950,Built-up,0.15
153.0186126699748,-27.46578798503688,950,Built-up,0.15
153.0195220475933,-27.465656589428633,950,Built-up,0.15
153.02043142306238,-27.465525188185097,950,Built-up,0.15
153.02134079638193,-27.465393781306258,424,Woodland with sparse understory,0.65
153.0222501675519,-27.465262368792125,950,Built-up,0.15
153.02315953657222,-27.46513095064274,950,Built-up,0.15
153.02406890344275,-27.464999526858122,950,Built-up,0.15
153.0249782681634,-27.46486809743828,950,Built-up,0.15
153.02588763073413,-27.464736662383235,950,Built-up,0.15
153.02679699115487,-27.464605221693017,950,Built-up,0.15
153.0277063494255,-27.464473775367615,950,Built-up,0.15
153.0286157055459,-27.464342323407095,950,Built-up,0.15
153.0096696910132,-27.46789305599541,950,Built-up,0.15
153.01057909641642,-27.467761715818174,950,Built-up,0.15
153.01148849967106,-27.467630370005413,950,Built-up,0.15
153.01239790077696,-27.46749901855713,950,Built-up,0.15
